customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,min,max,routine_flg,calc_date,membership_period
HI804186,XXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.833333333333333,5.0,2,7,1,2019-04-30,1460 days
AS732240,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.666666666666667,5.0,2,7,1,2019-04-30,1460 days
PL834411,XXXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.916666666666667,4.5,1,8,1,2019-04-30,1460 days
HD516059,XXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,4.166666666666667,4.0,1,7,1,2019-04-30,1460 days
HD194702,XXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.916666666666667,5.0,1,8,1,2019-04-30,1460 days
IK102369,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.75,5.0,3,6,1,2019-04-30,1460 days
AS183155,XXXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.5,4.5,2,7,1,2019-04-30,1460 days
HI339146,XXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.5,4.5,2,7,1,2019-04-30,1460 days
AS476267,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.916666666666667,5.0,3,7,1,2019-04-30,1460 days
PL928545,XXXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.333333333333333,4.0,2,7,1,2019-04-30,1460 days
OA372777,XXXXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,3.6666666666666665,4.0,1,6,1,2019-04-30,1460 days
PL765022,XXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,4.5,3,7,1,2019-04-30,1460 days
OA803393,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.75,4.5,2,8,1,2019-04-30,1460 days
OA071756,XXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.166666666666667,4.0,2,6,1,2019-04-30,1460 days
HI598974,XXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,5.083333333333333,5.0,3,7,1,2019-04-30,1460 days
GD214739,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,5.416666666666667,5.0,3,8,1,2019-04-30,1460 days
OA557824,XXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.25,4.0,1,8,1,2019-04-30,1460 days
IK098074,XX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.083333333333333,3.5,1,7,1,2019-04-30,1460 days
HD792156,XXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,5.0,2,7,1,2019-04-30,1460 days
OA478509,XXXX,C02,M,2015-05-01,,CA1,0,デイタイム,7500,通常,4.666666666666667,5.0,2,7,1,2019-04-30,1460 days
HI388582,XX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.833333333333333,5.0,3,6,1,2019-04-30,1460 days
TS210661,XXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,4.5,3,8,1,2019-04-30,1460 days
TS837282,XXXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,5.583333333333333,5.5,3,8,1,2019-04-30,1460 days
OA758157,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.0,4.0,2,6,1,2019-04-30,1460 days
OA790739,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,5.0,3,7,1,2019-04-30,1460 days
AS734592,XX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,5.333333333333333,6.0,2,8,1,2019-04-30,1460 days
GD022268,XXX,C02,M,2015-05-01,,CA1,0,デイタイム,7500,通常,4.166666666666667,5.0,1,7,1,2019-04-30,1460 days
IK059803,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.25,4.0,3,6,1,2019-04-30,1460 days
TS487207,XX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.0,4.0,2,6,1,2019-04-30,1460 days
OA994859,XXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,5.5,5.0,3,9,1,2019-04-30,1460 days
PL221419,XXXX,C02,M,2015-05-01,,CA1,0,デイタイム,7500,通常,5.5,5.5,3,9,1,2019-04-30,1460 days
HI570349,XXXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.916666666666667,5.0,2,7,1,2019-04-30,1460 days
TS945284,XXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,4.583333333333333,4.5,3,7,1,2019-04-30,1460 days
PL152568,XXXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.666666666666667,5.0,2,8,1,2019-04-30,1460 days
GD967749,XXXX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,4.5,3,8,1,2019-04-30,1460 days
HI635742,XXXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.416666666666667,4.5,2,6,1,2019-04-30,1460 days
AS970810,XXXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.333333333333333,4.0,2,6,1,2019-04-30,1460 days
GD163149,XXXXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,4.916666666666667,5.0,2,8,1,2019-04-30,1460 days
HD124700,XXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.5,4.0,2,8,1,2019-04-30,1460 days
HD349501,XX,C01,F,2015-05-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,5.0,1,8,1,2019-04-30,1460 days
GD126553,XXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,5.333333333333333,5.0,3,8,1,2019-04-30,1460 days
AS926104,XXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.416666666666667,4.5,3,6,1,2019-04-30,1460 days
GD360440,XXXXXX,C03,M,2015-05-01,,CA1,0,ナイト,6000,通常,4.5,5.0,1,6,1,2019-04-30,1460 days
IK701555,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.75,5.0,1,6,1,2019-04-30,1460 days
AS777651,XXXXX,C01,M,2015-05-01,,CA1,0,オールタイム,10500,通常,4.166666666666667,3.5,2,7,1,2019-04-30,1460 days
PL241896,XXXX,C03,F,2015-05-01,,CA1,0,ナイト,6000,通常,4.333333333333333,4.0,2,7,1,2019-04-30,1460 days
PL920046,XXXXX,C02,F,2015-05-01,,CA1,0,デイタイム,7500,通常,4.333333333333333,4.0,2,8,1,2019-04-30,1460 days
PL367795,XXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,3.4166666666666665,4.0,1,7,1,2019-04-30,1429 days
HI324110,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3.4166666666666665,3.0,1,7,1,2019-04-30,1429 days
OA630902,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.666666666666667,5.0,3,8,1,2019-04-30,1429 days
GD292781,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.666666666666667,5.0,2,7,1,2019-04-30,1429 days
PL912172,XXXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.5,4.5,2,7,1,2019-04-30,1429 days
HI582217,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,4.5,3,7,1,2019-04-30,1429 days
TS038130,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.75,5.0,2,7,1,2019-04-30,1429 days
TS200932,XXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.916666666666667,5.0,2,7,1,2019-04-30,1429 days
GD728611,XXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,3.8333333333333335,3.5,1,6,1,2019-04-30,1429 days
HI525851,XXXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.833333333333333,4.5,2,8,1,2019-04-30,1429 days
PL540895,XXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.666666666666667,4.5,2,7,1,2019-04-30,1429 days
PL410964,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.25,4.0,1,7,1,2019-04-30,1429 days
HI728364,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.25,4.0,2,7,1,2019-04-30,1429 days
HI373547,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.0,3.0,2,8,1,2019-04-30,1429 days
GD489678,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.75,4.5,2,9,1,2019-04-30,1429 days
OA504016,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3.8333333333333335,4.0,2,6,1,2019-04-30,1429 days
IK124414,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,5.083333333333333,5.0,4,8,1,2019-04-30,1429 days
IK351897,XXXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,4.333333333333333,4.0,2,8,1,2019-04-30,1429 days
TS273269,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3.1666666666666665,3.5,1,5,1,2019-04-30,1429 days
IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,5.666666666666667,5.5,5,7,1,2019-04-30,1429 days
TS035920,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.75,5.0,2,7,1,2019-04-30,1429 days
GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,4.333333333333333,4.5,1,7,1,2019-04-30,1429 days
AS099984,XXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.5,4.5,2,7,1,2019-04-30,1429 days
TS471939,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.916666666666667,5.0,3,7,1,2019-04-30,1429 days
OA931227,XXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.5,5.0,3,6,1,2019-04-30,1429 days
HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.916666666666667,5.0,3,7,1,2019-04-30,1429 days
PL487301,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,5.0,1,6,1,2019-04-30,1429 days
GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.5,5.0,1,8,1,2019-04-30,1429 days
HD378274,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.333333333333333,4.5,2,6,1,2019-04-30,1429 days
OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.083333333333333,3.5,2,8,1,2019-04-30,1429 days
PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,3.75,4.0,1,5,1,2019-04-30,1429 days
OA776086,XXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,3.5,3.5,2,5,1,2019-04-30,1429 days
AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3.9166666666666665,4.0,2,6,1,2019-04-30,1429 days
OA818666,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,5.083333333333333,4.0,3,9,1,2019-04-30,1429 days
PL342449,XX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.166666666666667,4.0,1,7,1,2019-04-30,1429 days
PL825454,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.416666666666667,4.0,3,7,1,2019-04-30,1429 days
TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,4.666666666666667,5.0,1,8,1,2019-04-30,1429 days
HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,5.0,1,8,1,2019-04-30,1429 days
GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.416666666666667,4.5,1,7,1,2019-04-30,1429 days
OA103624,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,5.166666666666667,5.0,3,8,1,2019-04-30,1429 days
OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,4.5,3,7,1,2019-04-30,1429 days
IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,4.083333333333333,4.0,3,7,1,2019-04-30,1429 days
GD212992,XXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,5.25,5.0,3,9,1,2019-04-30,1429 days
IK999272,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,3.9166666666666665,4.0,2,5,1,2019-04-30,1429 days
GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,3.8333333333333335,4.0,1,5,1,2019-04-30,1429 days
PL400479,XXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,4.166666666666667,4.0,2,6,1,2019-04-30,1429 days
PL942936,XXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,5.0,3,6,1,2019-04-30,1429 days
IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,5.333333333333333,5.0,3,8,1,2019-04-30,1429 days
IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.083333333333333,4.5,2,6,1,2019-04-30,1429 days
PL815569,XXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.25,4.5,2,6,1,2019-04-30,1429 days
HI216184,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.0,4.0,2,7,1,2019-04-30,1429 days
HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,5.0,3,6,1,2019-04-30,1429 days
OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.333333333333333,4.5,1,7,1,2019-04-30,1429 days
TS106731,XXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.416666666666667,5.0,2,7,1,2019-04-30,1429 days
HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.583333333333333,4.0,2,8,1,2019-04-30,1429 days
HI900494,XX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,5.75,6.0,3,8,1,2019-04-30,1429 days
PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,3.75,3.5,1,8,1,2019-04-30,1429 days
PL779242,XXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.5,4.0,3,6,1,2019-04-30,1429 days
TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,ナイト,6000,通常,5.0,5.0,3,7,1,2019-04-30,1429 days
AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.5,5.0,1,6,1,2019-04-30,1429 days
IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,デイタイム,7500,通常,4.416666666666667,4.0,2,6,1,2019-04-30,1429 days
AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.75,5.0,3,7,1,2019-04-30,1429 days
TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,3.9166666666666665,4.0,2,6,1,2019-04-30,1429 days
AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,5.083333333333333,5.5,3,7,1,2019-04-30,1429 days
OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,5.25,5.0,3,8,1,2019-04-30,1429 days
PL494564,XXX,C03,M,2015-06-01,,CA1,0,ナイト,6000,通常,4.416666666666667,4.0,3,7,1,2019-04-30,1429 days
AS299544,XXXX,C01,M,2015-06-01,,CA1,0,オールタイム,10500,通常,4.083333333333333,4.0,2,6,1,2019-04-30,1429 days
OA261861,XXXX,C02,M,2015-06-01,,CA1,0,デイタイム,7500,通常,5.416666666666667,5.5,1,8,1,2019-04-30,1429 days
HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,5.0,3,7,1,2019-04-30,1429 days
HI328204,XX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,5.083333333333333,5.5,2,8,1,2019-04-30,1399 days
IK695797,XXXX,C02,M,2015-07-01,,CA1,0,デイタイム,7500,通常,3.8333333333333335,4.5,1,6,1,2019-04-30,1399 days
HI778223,XX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.25,4.5,2,7,1,2019-04-30,1399 days
GD235669,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,4.5,2,7,1,2019-04-30,1399 days
AS637476,XX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.25,4.5,3,5,1,2019-04-30,1399 days
AS171994,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.583333333333333,5.0,3,6,1,2019-04-30,1399 days
PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.416666666666667,5.0,2,7,1,2019-04-30,1399 days
GD470986,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.083333333333333,4.5,1,6,1,2019-04-30,1399 days
HD287652,XX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.333333333333333,4.0,3,6,1,2019-04-30,1399 days
AS933597,XXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,3.9166666666666665,3.5,1,8,1,2019-04-30,1399 days
PL787344,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,3.3333333333333335,3.0,1,6,1,2019-04-30,1399 days
IK313475,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,5.583333333333333,5.5,3,7,1,2019-04-30,1399 days
OA986961,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,4.0,3,8,1,2019-04-30,1399 days
OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,デイタイム,7500,通常,5.583333333333333,5.5,3,8,1,2019-04-30,1399 days
IK461411,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.833333333333333,5.0,2,7,1,2019-04-30,1399 days
TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.75,4.0,3,7,1,2019-04-30,1399 days
OA753193,XXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,5.0,2,8,1,2019-04-30,1399 days
GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.166666666666667,4.5,2,6,1,2019-04-30,1399 days
HD453390,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.0,4.0,2,7,1,2019-04-30,1399 days
GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,4.916666666666667,5.0,1,8,1,2019-04-30,1399 days
TS673226,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.75,4.0,3,8,1,2019-04-30,1399 days
IK357051,XXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.25,4.0,2,8,1,2019-04-30,1399 days
HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,3.8333333333333335,4.0,1,5,1,2019-04-30,1399 days
AS065870,XXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.666666666666667,4.0,3,8,1,2019-04-30,1399 days
GD700613,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.0,4.0,2,7,1,2019-04-30,1399 days
TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,4.833333333333333,5.0,2,7,1,2019-04-30,1399 days
PL827485,XXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.416666666666667,4.0,1,8,1,2019-04-30,1399 days
AS828426,XXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.166666666666667,4.0,1,6,1,2019-04-30,1399 days
GD009242,XXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.75,5.0,2,7,1,2019-04-30,1399 days
HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,4.5,3,9,1,2019-04-30,1399 days
PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.416666666666667,5.0,2,7,1,2019-04-30,1399 days
OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.583333333333333,4.0,2,8,1,2019-04-30,1399 days
TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.25,4.0,1,8,1,2019-04-30,1399 days
TS440617,XXXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.666666666666667,5.0,2,7,1,2019-04-30,1399 days
HI525283,XXXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,4.833333333333333,5.0,4,6,1,2019-04-30,1399 days
GD812702,XXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,4.416666666666667,5.0,1,7,1,2019-04-30,1399 days
IK560941,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.666666666666667,5.0,3,6,1,2019-04-30,1399 days
GD914874,XXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,4.666666666666667,4.0,3,8,1,2019-04-30,1399 days
AS726714,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.333333333333333,4.5,2,6,1,2019-04-30,1399 days
HI639424,XXXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.833333333333333,5.5,1,8,1,2019-04-30,1399 days
OA310354,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.5,5.0,3,7,1,2019-04-30,1399 days
HI720107,XXXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,4.583333333333333,5.0,1,7,1,2019-04-30,1399 days
HD296157,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.25,4.0,2,7,1,2019-04-30,1399 days
AS015315,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,5.0,3,7,1,2019-04-30,1399 days
HD625027,XXXX,C03,M,2015-07-01,,CA1,0,ナイト,6000,通常,4.75,5.0,3,8,1,2019-04-30,1399 days
HI323901,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.833333333333333,5.0,3,7,1,2019-04-30,1399 days
TS614929,XXXXX,C03,F,2015-07-01,,CA1,0,ナイト,6000,通常,4.416666666666667,4.5,3,6,1,2019-04-30,1399 days
AS868124,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.916666666666667,5.5,2,7,1,2019-04-30,1399 days
HI499195,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,3.6666666666666665,3.0,2,7,1,2019-04-30,1399 days
PL445190,XXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,3.8333333333333335,4.0,2,5,1,2019-04-30,1399 days
PL117922,XXXX,C02,F,2015-07-01,,CA1,0,デイタイム,7500,通常,3.9166666666666665,3.0,1,7,1,2019-04-30,1399 days
GD837157,XXXXXX,C01,F,2015-07-01,,CA1,0,オールタイム,10500,通常,5.416666666666667,6.0,2,7,1,2019-04-30,1399 days
OA375487,XXXXXX,C01,M,2015-07-01,,CA1,0,オールタイム,10500,通常,4.083333333333333,4.5,1,6,1,2019-04-30,1399 days
PL863573,XXXXXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,5.166666666666667,5.0,3,8,1,2019-04-30,1368 days
IK155697,XXXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,4.25,5.0,1,6,1,2019-04-30,1368 days
AS132988,XXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,5.333333333333333,5.5,2,7,1,2019-04-30,1368 days
HI708658,XXX,C01,F,2015-08-01,,CA1,0,オールタイム,10500,通常,4.166666666666667,4.0,1,7,1,2019-04-30,1368 days
TS223691,XXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,4.083333333333333,4.0,2,6,1,2019-04-30,1368 days
OA823412,XXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,5.5,6.0,3,8,1,2019-04-30,1368 days
OA545809,XXXXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,4.333333333333333,4.0,3,6,1,2019-04-30,1368 days
AS386696,XX,C02,F,2015-08-01,,CA1,0,デイタイム,7500,通常,4.0,4.0,2,6,1,2019-04-30,1368 days
IK219142,XXXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,4.75,4.5,2,7,1,2019-04-30,1368 days
HI428108,XXXXX,C02,F,2015-08-01,,CA1,0,デイタイム,7500,通常,5.0,5.0,3,8,1,2019-04-30,1368 days
TS803730,XXXXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,4.75,5.0,3,6,1,2019-04-30,1368 days
GD266112,XXX,C03,M,2015-08-01,,CA1,0,ナイト,6000,通常,3.75,4.0,2,6,1,2019-04-30,1368 days
GD687485,XXXXX,C01,M,2015-08-01,,CA1,0,オールタイム,10500,通常,4.916666666666667,5.0,2,7,1,2019-04-30,1368 days
TS861244,XXXXX,C02,F,2015-08-01,,CA1,0,デイタイム,7500,通常,4.5,4.0,3,7,1,2019-04-30,1368 days
